participant_id	original_participant_id	species	sex	strain
sub-Paired+pulse+trains	sub-Paired-pulse_trains	http://purl.obolibrary.org/obo/NCBITaxon_9913	U	cellline: BPAE
sub-Single+pulse+trains	sub-Single-pulse_trains	http://purl.obolibrary.org/obo/NCBITaxon_9913	U	cellline: BPAE
